UniqueID,Log Probability,RFProbability,SVMProbability,GBM,(RF+Log) / 2
7029,0.003692342,0.016988355,,0.792662291,0.010340349
7030,0.612316642,0.543155211,,0.13036667,0.577735927
7031,8.68E-09,0.016020677,,0.424363448,0.008010343
7032,0.233486085,0.310783347,,0.393075887,0.272134716
7033,0.006826105,0.02082589,,0.022682691,0.013825998
7034,0.109443639,0.20683421,,0.033626164,0.158138925
7035,0.119368987,0.221996246,,0.03611515,0.170682617
7036,0.148785012,0.151112689,,0.016932244,0.149948851
7037,0.823682579,0.773618517,,0.125513898,0.798650548
7038,0.254766675,0.033856572,,0.044921562,0.144311624
7039,0.034110453,0.062893912,,0.068453993,0.048502183
7040,0.061680976,0.03371304,,0.281554494,0.047697008
7041,0.005803268,0.018964535,,0.036055523,0.012383902
7042,0.036235291,0.027400337,,0.030794412,0.031817814
7043,0.011834239,0.100944241,,0.801939101,0.05638924
7044,0.225672668,0.266671678,,0.790649959,0.246172173
7045,0.153606663,0.134548036,,0.142106896,0.144077349
7046,0.003409268,0.01791439,,0.765265134,0.010661829
7047,0.746596511,0.784329034,,0.120299553,0.765462773
7048,0.675806409,0.703114967,,0.033620841,0.689460688
7049,0.009610597,0.086473377,,0.402992963,0.048041987
7050,0.005021261,0.017598274,,0.029781857,0.011309767
7051,0.062216929,0.053619411,,0.421625278,0.05791817
7052,1.69E-07,0.234611438,,0.396083025,0.117305803
7053,0.150865857,0.138036441,,0.13723161,0.144451149
7054,0.041189276,0.025621282,,0.766372537,0.033405279
7055,0.006313702,0.030831433,,0.804945833,0.018572567
7056,0.127242231,0.251273244,,0.889773329,0.189257738
7057,0.056234201,0.087539277,,0.122066693,0.071886739
7058,0.161710389,0.244198274,,0.023896147,0.202954332
7059,0.058691876,0.04129168,,0.401771672,0.049991778
7060,0.048072113,0.025724933,,0.413180711,0.036898523
7061,0.738544985,0.764971644,,0.033732514,0.751758314
7062,0.049389985,0.027839369,,0.054294344,0.038614677
7063,0.006742779,0.01543069,,0.022639292,0.011086735
7064,0.034165992,0.140583892,,0.073336677,0.087374942
7065,0.07234301,0.067006594,,0.044509844,0.069674802
7066,0.185253938,0.268171619,,0.038356329,0.226712779
7067,0.068640615,0.037412545,,0.399315552,0.05302658
7068,7.92E-09,0.016155707,,0.135478153,0.008077857
7069,0.053006948,0.026565384,,0.048525184,0.039786166
7070,4.29E-08,0.250352085,,0.180766098,0.125176064
7071,0.155605207,0.24260442,,0.984992456,0.199104813
7072,0.762624753,0.782007863,,0.401856336,0.772316308
7073,0.372506271,0.377435839,,0.760710544,0.374971055
7074,0.064677856,0.035965376,,0.025140923,0.050321616
7075,0.013977487,0.095145797,,0.262119293,0.054561642
7076,0.02492678,0.021880756,,0.77293949,0.023403768
7077,0.044821098,0.030397425,,0.054294344,0.037609262
7078,0.15841605,0.246777089,,0.181040644,0.202596569
7079,0.239087,0.301140912,,0.035849562,0.270113956
7080,0.053089011,0.027378905,,0.050081171,0.040233958
7081,0.46267542,0.405532279,,0.032076083,0.43410385
7082,0.78515192,0.698498393,,0.772089343,0.741825156
7083,0.050525492,0.031551183,,0.771347099,0.041038337
7084,0.941846881,0.776889163,,0.39068248,0.859368022
7085,7.86E-09,0.01816904,,0.039787206,0.009084524
7086,9.35E-09,0.02699815,,0.147866043,0.01349908
7087,0.897863839,0.817370551,,0.034277779,0.857617195
7088,0.049929658,0.028060217,,0.033815682,0.038994937
7089,0.640601483,0.462829338,,0.019610798,0.55171541
7090,0.036269335,0.02505703,,0.035820058,0.030663182
7091,0.004323601,0.016850621,,0.044389645,0.010587111
7092,0.069649635,0.050909096,,0.126735284,0.060279365
7093,0.050867829,0.028070816,,0.035849562,0.039469323
7094,0.053204392,0.030848288,,0.202104109,0.04202634
7095,0.758562778,0.5789101,,0.117894444,0.668736439
7096,0.047551514,0.025724933,,0.179590192,0.036638223
7097,0.751270223,0.767231714,,0.04884098,0.759250968
7098,1.12E-08,0.04594065,,0.084077253,0.022970331
7099,0.003568265,0.016988355,,0.402746369,0.01027831
7100,0.046817084,0.025807752,,0.147866043,0.036312418
7101,0.046165331,0.025807752,,0.038534212,0.035986541
7102,0.026825719,0.027328368,,0.113736208,0.027077043
7103,0.123552318,0.222913512,,0.12114123,0.173232915
7104,0.346377002,0.258953727,,0.763423049,0.302665364
7105,0.088222496,0.069082559,,0.266687626,0.078652528
7106,0.042917769,0.058590715,,0.016103457,0.050754242
7107,3.34E-09,0.003290596,,0.022207765,0.001645299
7108,0.152974986,0.101362816,,0.151556792,0.127168901
7109,0.069480828,0.03862835,,0.038534212,0.054054589
7110,0.048252112,0.027733358,,0.02286134,0.037992735
7111,4.41E-09,0.008236537,,0.773307991,0.004118271
7112,0.01878248,0.093960914,,0.024054725,0.056371697
7113,0.008882977,0.007439455,,0.04300978,0.008161216
7114,1.66E-09,0.001854949,,0.094690527,0.000927475
7115,1.97E-09,0.002908857,,0.0758162,0.001454429
7116,0.128343709,0.298912647,,0.038813144,0.213628178
7117,0.008669815,0.009103845,,0.099769916,0.00888683
7118,0.08840139,0.103288746,,0.025140923,0.095845068
7119,2.19E-09,0.001885383,,0.395467706,0.000942692
7120,0.80772792,0.771258648,,0.094690527,0.789493284
7121,0.122670532,0.222189374,,0.044509844,0.172429953
7122,0.135257814,0.149867584,,0.362536937,0.142562699
7123,0.079969254,0.096319487,,0.76325597,0.08814437
7124,0.223692985,0.304343511,,0.019480931,0.264018248
7125,0.005803268,0.018964535,,0.03588408,0.012383902
7126,0.129259198,0.141994731,,0.74597995,0.135626964
7127,0.067253956,0.047309115,,0.396177441,0.057281535
7128,0.004621724,0.017251655,,0.404309944,0.010936689
7129,0.039482162,0.025429913,,0.038534212,0.032456038
7130,0.060148146,0.031536079,,0.787013101,0.045842112
7131,0.712463275,0.784490525,,0.262406506,0.7484769
7132,0.170765504,0.258524393,,0.395534842,0.214644949
7133,0.008932343,0.074643596,,0.261756216,0.04178797
7134,0.011073826,0.035435683,,0.032621441,0.023254754
7135,0.070292713,0.082876591,,0.031315286,0.076584652
7136,0.12851757,0.249659679,,0.157689097,0.189088625
7137,0.05743666,0.027292255,,0.083519857,0.042364458
7138,0.19799398,0.262038154,,0.102118165,0.230016067
7139,9.01E-09,0.028118744,,0.988538457,0.014059377
7140,0.042583507,0.058221513,,0.1244928,0.05040251
7141,0.764163704,0.77819829,,0.0498468,0.771180997
7142,0.042832749,0.026858175,,0.792352858,0.034845462
7143,0.069549056,0.084584517,,0.773140678,0.077066787
7144,0.048402378,0.027733535,,0.030794412,0.038067957
7145,0.636020787,0.663456225,,0.039253308,0.649738506
7146,0.059596433,0.031315794,,0.094964934,0.045456114
7147,0.004077668,0.016853986,,0.120299553,0.010465827
7148,0.747589038,0.771383478,,0.042417791,0.759486258
7149,0.054418436,0.026484742,,0.031709197,0.040451589
7150,0.859426815,0.781692302,,0.128070897,0.820559558
7151,0.587225804,0.536379156,,0.091471378,0.56180248
7152,0.080451346,0.099279211,,0.100522193,0.089865278
7153,0.141362649,0.225587022,,0.030794412,0.183474835
7154,0.062786549,0.035904448,,0.023896147,0.049345499
7155,1.75E-08,0.171667568,,0.77293949,0.085833793
7156,0.040172407,0.030684537,,0.037392263,0.035428472
7157,0.008257721,0.015761349,,0.025079296,0.012009535
7158,0.137443164,0.220220449,,0.023813924,0.178831807
7159,7.68E-09,0.01608741,,0.395511333,0.008043709
7160,0.024376896,0.021451344,,0.254963327,0.02291412
7161,0.056215217,0.036917237,,0.031315286,0.046566227
7162,3.45E-08,0.260436851,,0.985917626,0.130218443
7163,0.011611293,0.080507649,,0.038813144,0.046059471
7164,0.037664966,0.02517188,,0.038813144,0.031418423
7165,0.036269335,0.02505703,,0.018745826,0.030663182
7166,0.059144771,0.041478831,,0.130059747,0.050311801
7167,0.004192017,0.016866744,,0.110956142,0.01052938
7168,0.04067623,0.025621282,,0.778237143,0.033148756
7169,0.057083919,0.027201874,,0.433656842,0.042142896
7170,0.049821005,0.025784194,,0.772089343,0.037802599
7171,0.053369215,0.030821346,,0.139557214,0.04209528
7172,0.048677434,0.032106935,,0.1244928,0.040392184
7173,0.033067946,0.027391297,,0.038356329,0.030229621
7174,0.053866582,0.031330622,,0.771651683,0.042598602
7175,0.109220366,0.229167881,,0.775805767,0.169194124
7176,0.864861916,0.237293541,,0.050081171,0.551077728
7177,0.076321656,0.062342197,,0.760063145,0.069331926
7178,0.678306753,0.70211807,,0.029218332,0.690212411
7179,1.13E-08,0.046852821,,0.394398826,0.023426416
7180,0.706136057,0.735682539,,0.391605324,0.720909298
7181,0.59394071,0.542982254,,0.094690527,0.568461482
7182,0.049903372,0.079915124,,0.772665302,0.064909248
7183,0.003814505,0.017233199,,0.77775471,0.010523852
7184,0.050131252,0.025784194,,0.285409097,0.037957723
7185,0.719180926,0.746308085,,0.263714239,0.732744506
7186,0.166415066,0.244890637,,0.200280787,0.205652852
7187,0.044472701,0.030397425,,0.40799015,0.037435063
7188,0.390819449,0.277707945,,0.147866043,0.334263697
7189,1.83E-09,0.001904486,,0.088290399,0.000952244
7190,0.026825719,0.027328368,,0.392490708,0.027077043
7191,0.284777187,0.246957385,,0.270802625,0.265867286
7192,0.009400765,0.007418222,,0.764210538,0.008409493
7193,7.78E-09,0.016284127,,0.412949415,0.008142068
7194,0.063101456,0.083857868,,0.789594037,0.073479662
7195,0.091699379,0.06953971,,0.85774253,0.080619545
7196,0.138933561,0.107902412,,0.033815682,0.123417986
7197,3.06E-09,0.006020421,,0.043545499,0.003010212
7198,0.021831907,0.097255848,,0.782779098,0.059543877
7199,1.66E-09,0.001854949,,0.799648545,0.000927475
7200,1.96E-09,0.001908857,,0.030520465,0.000954429
7201,0.050946759,0.028070816,,0.150744168,0.039508788
7202,0.084404465,0.10449503,,0.40048667,0.094449748
7203,0.017127213,0.051798082,,0.050081171,0.034462648
7204,2.09E-09,0.001885383,,0.032400965,0.000942692
7205,0.045525712,0.030388628,,0.40317061,0.03795717
7206,0.062060254,0.03371304,,0.405529413,0.047886647
7207,0.036464183,0.027400337,,0.770547167,0.03193226
7208,0.779395951,0.560477143,,0.022532952,0.669936547
7209,0.042769115,0.038571545,,0.038813144,0.04067033
7210,0.405301109,0.280696967,,0.078209388,0.342999038
7211,0.048177145,0.027716292,,0.399081577,0.037946719
7212,0.024094983,0.030269206,,0.038356329,0.027182094
7213,0.04065535,0.017937403,,0.396438162,0.029296376
7214,0.088665041,0.102842177,,0.125817144,0.095753609
7215,0.003431542,0.016939619,,0.394398826,0.01018558
7216,0.064835807,0.041238098,,0.032400965,0.053036952
7217,0.193111409,0.260554387,,0.636800725,0.226832898
7218,0.934461984,0.776972705,,0.019150897,0.855717344
7219,0.005803268,0.018964535,,0.111933236,0.012383902
7220,0.11299601,0.224835218,,0.350544436,0.168915614
7221,0.062216929,0.053619411,,0.772419577,0.05791817
7222,0.066241359,0.081378765,,0.397827519,0.073810062
7223,0.010060644,0.022323269,,0.033585127,0.016191956
7224,0.042260679,0.028229473,,0.034920819,0.035245076
7225,0.401562705,0.412102834,,0.023373371,0.406832769
7226,0.058148291,0.027292255,,0.388227855,0.042720273
7227,0.061172054,0.04436547,,0.85518155,0.052768762
7228,0.066748379,0.086261535,,0.329552761,0.076504957
7229,0.751270223,0.767231714,,0.022050662,0.759250968
7230,0.256111259,0.253999615,,0.028569828,0.255055437
7231,0.004495706,0.017358856,,0.088290399,0.010927281
7232,0.127315457,0.228120699,,0.073336677,0.177718078
7233,6.64E-08,0.251516799,,0.039787206,0.125758433
7234,0.500319921,0.429700371,,0.110956142,0.465010146
7235,0.055611583,0.036684514,,0.417908901,0.046148049
7236,0.039668439,0.025429913,,0.757269468,0.032549176
7237,0.050867829,0.028070816,,0.397468103,0.039469323
7238,0.818656222,0.775263938,,0.3946915,0.79696008
7239,3.33E-09,0.013471157,,0.033732514,0.00673558
7240,3.30E-09,0.013545426,,0.024359665,0.006772715
7241,3.38E-09,0.013471157,,0.10477837,0.00673558
7242,0.646169146,0.691143413,,0.785847725,0.668656279
7243,4.46E-08,0.008200021,,0.025621217,0.004100033
7244,0.052031486,0.026266226,,0.039787206,0.039148856
7245,0.078657076,0.087605355,,0.120299553,0.083131216
7246,0.056301952,0.036917237,,0.025621217,0.046609594
7247,0.055179964,0.026641754,,0.047916429,0.040910859
7248,0.824202105,0.579372873,,0.017481927,0.701787489
7249,0.003777439,0.017036481,,0.194012483,0.01040696
7250,0.165736323,0.244890637,,0.398108918,0.20531348
7251,1.33E-08,0.075801889,,0.401856336,0.037900951
7252,0.013909052,0.050632412,,0.039787206,0.032270732
7253,7.89E-09,0.016557356,,0.068961228,0.008278682
7254,0.174734123,0.253698546,,0.625578467,0.214216334
7255,0.32994251,0.38029975,,0.396860174,0.35512113
7256,0.18167131,0.261192626,,0.04884098,0.221431968
7257,0.003704381,0.017815142,,0.769610518,0.010759761
7258,0.974438694,0.787914578,,0.771347099,0.881176636
7259,0.105933871,0.086429148,,0.173697811,0.096181509
7260,0.008204379,0.01573171,,0.417409887,0.011968044
7261,0.027120039,0.024872312,,0.022207765,0.025996176
7262,0.10661038,0.224666377,,0.033732514,0.165638379
7263,0.082529944,0.103326402,,0.035683613,0.092928173
7264,0.157546812,0.24611421,,0.050642387,0.201830511
7265,0.132672709,0.219861198,,0.778546826,0.176266953
7266,0.16126797,0.244198274,,0.761490542,0.202733122
7267,0.0035799,0.016988355,,0.151556792,0.010284128
7268,0.187970747,0.268246643,,0.403110541,0.228108695
7269,0.049286214,0.031315897,,0.073336677,0.040301055
7270,0.043507528,0.026902366,,0.401715043,0.035204947
7271,0.147137437,0.140105313,,0.414222868,0.143621375
7272,0.043196117,0.028408523,,0.039787206,0.03580232
7273,3.51E-08,0.260436851,,0.038356329,0.130218443
7274,0.270496056,0.273529766,,0.134433368,0.272012911
7275,0.072233455,0.066236661,,0.038534212,0.069235058
7276,0.092381979,0.069711465,,0.401715043,0.081046722
7277,0.078894181,0.081617898,,0.035683613,0.080256039
7278,0.050365138,0.025865055,,0.084166374,0.038115096
7279,2.04E-08,0.223766804,,0.049069865,0.111883412
7280,0.036269335,0.02505703,,0.04251392,0.030663182
7281,0.050240546,0.028070816,,0.120299553,0.039155681
7282,0.131176058,0.219012715,,0.859985761,0.175094386
7283,0.003680342,0.016988355,,0.986019811,0.010334349
7284,0.04677362,0.027727461,,0.770621989,0.037250541
7285,0.053838341,0.094486787,,0.128167446,0.074162564
7286,0.148371697,0.14032248,,0.071152969,0.144347088
7287,0.05629768,0.027526303,,0.034920819,0.041911991
7288,0.570363318,0.509269042,,0.033732514,0.53981618
7289,7.56E-09,0.01648261,,0.854339679,0.008241309
7290,0.731330238,0.531404399,,0.024266234,0.631367318
7291,0.198253515,0.262038154,,0.033815682,0.230145834
7292,0.026825719,0.027328368,,0.042785616,0.027077043
7293,0.15638809,0.13570075,,0.150744168,0.14604442
7294,0.206585874,0.249892948,,0.078734388,0.228239411
7295,0.044169845,0.017937403,,0.02093882,0.031053624
7296,0.041344622,0.027753112,,0.025396822,0.034548867
7297,0.054368317,0.031542096,,0.768508008,0.042955206
7298,0.048997594,0.101656002,,0.180766098,0.075326798
7299,0.134689585,0.103814909,,0.034920819,0.119252247
7300,0.047212586,0.027727461,,0.050081171,0.037470023
7301,3.14E-09,0.004352825,,0.026840643,0.002176414
7302,0.018722361,0.093343267,,0.038534212,0.056032814
7303,2.58E-09,0.002969244,,0.147866043,0.001484623
7304,0.059541846,0.032456546,,0.091471378,0.045999196
7305,1.66E-09,0.001854949,,0.111674331,0.000927475
7306,2.12E-09,0.001885383,,0.038534212,0.000942692
7307,0.765968193,0.530384016,,0.220662471,0.648176105
7308,0.593514219,0.475150605,,0.044509844,0.534332412
7309,0.036498434,0.02505703,,0.200280787,0.030777732
7310,0.036844695,0.025015934,,0.142106896,0.030930314
7311,0.085037847,0.104128542,,0.019150897,0.094583194
7312,0.055650017,0.206847093,,0.021150248,0.131248555
7313,0.159429212,0.133091972,,0.748575517,0.146260592
7314,0.976991203,0.79328411,,0.038543202,0.885137656
7315,0.036844695,0.025015934,,0.76325597,0.030930314
7316,0.925744016,0.332702901,,0.407625506,0.629223458
7317,0.136023932,0.151479366,,0.032560616,0.143751649
7318,0.014277402,0.032772334,,0.399182145,0.023524868
7319,0.010549784,0.030269016,,0.772050058,0.0204094
7320,0.049160394,0.027839369,,0.050642387,0.038499881
7321,0.999996777,0.031186568,,0.785847725,0.515591673
7322,0.999996497,0.031342253,,0.035434634,0.515669375
7323,0.011689958,0.029181585,,0.030963674,0.020435771
7324,0.012836841,0.029997871,,0.985281145,0.021417356
7325,0.005822149,0.018964535,,0.40268632,0.012393342
7326,0.999997432,0.04173723,,0.037018623,0.520867331
7327,0.050678592,0.025902922,,0.404945989,0.038290757
7328,9.89E-09,0.02258604,,0.018053396,0.011293025
7329,0.048977181,0.025759774,,0.036760684,0.037368478
7330,0.113421841,0.224133841,,0.791706114,0.168777841
7331,0.043711933,0.026902366,,0.766893911,0.035307149
7332,0.014462501,0.043580476,,0.411315053,0.029021489
7333,0.039490645,0.112680587,,0.078734388,0.076085616
7334,0.006973686,0.02977443,,0.200280787,0.018374058
7335,0.999996375,0.03130078,,0.021150248,0.515648578
7336,0.045309749,0.026006047,,0.044013437,0.035657898
7337,0.141084574,0.265900162,,0.769610518,0.203492368
7338,0.012961644,0.029997871,,0.395534842,0.021479757
7339,0.011263732,0.028197181,,0.050642387,0.019730457
7340,0.052031486,0.026266226,,0.877714838,0.039148856
7341,0.051025805,0.028224034,,0.181040644,0.039624919
7342,0.227115646,0.308994171,,0.38089182,0.268054909
7343,0.062695214,0.056097678,,0.393209418,0.059396446
7344,0.709514503,0.738244787,,0.017481927,0.723879645
7345,0.055865292,0.026998259,,0.40268632,0.041431776
7346,0.065572998,0.035717186,,0.031300544,0.050645092
7347,1.34E-08,0.075792742,,0.220662471,0.037896378
7348,0.005237988,0.017603654,,0.027939516,0.011420821
7349,0.755217446,0.777018694,,0.050642387,0.76611807
7350,1.53E-08,0.011914968,,0.390262786,0.005957492
7351,0.083975771,0.110483828,,0.039787206,0.0972298
7352,0.050761118,0.031551183,,0.178466184,0.041156151
7353,0.050914894,0.026290178,,0.775090673,0.038602536
7354,0.03269726,0.066224097,,0.038534212,0.049460678
7355,0.652862943,0.703414526,,0.020631614,0.678138735
7356,0.132229676,0.148008489,,0.083519857,0.140119083
7357,0.672982934,0.587524046,,0.149651443,0.63025349
7358,1.14E-08,0.044835125,,0.039787206,0.022417568
7359,0.1298118,0.142284167,,0.399444652,0.136047983
7360,0.036443852,0.030125982,,0.40799015,0.033284917
7361,7.98E-09,0.016122688,,0.76615896,0.008061348
7362,0.047878382,0.027703666,,0.408201957,0.037791024
7363,0.042792818,0.028408523,,0.178466184,0.035600671
7364,0.036269335,0.02505703,,0.165888134,0.030663182
7365,0.068120271,0.036089272,,0.782840437,0.052104771
7366,0.044126886,0.030397425,,0.393075887,0.037262155
7367,0.131481675,0.144022602,,0.414034198,0.137752139
7368,0.03911212,0.025504183,,0.023896147,0.032308152
7369,0.037511522,0.027412532,,0.761490542,0.032462027
7370,0.052035453,0.032183943,,0.409274376,0.042109698
7371,0.003820717,0.017233199,,0.403110541,0.010526958
7372,0.00765209,0.015326849,,0.768278346,0.01148947
7373,9.93E-09,0.027463296,,0.395246618,0.013731653
7374,1.17E-08,0.049994457,,0.405590522,0.024997235
7375,0.640841755,0.596028625,,0.020495129,0.61843519
7376,0.108428212,0.229609886,,0.023738891,0.169019049
7377,0.108586238,0.228767149,,0.778237143,0.168676694
7378,0.051794234,0.032057289,,0.032332697,0.041925761
7379,0.076552305,0.063996557,,0.034920819,0.070274431
7380,7.28E-09,0.052562918,,0.075267952,0.026281463
7381,1.16E-08,0.048463386,,0.766167771,0.024231699
7382,0.596695646,0.536081365,,0.033815682,0.566388506
7383,7.98E-09,0.016122688,,0.050081171,0.008061348
7384,1.29E-08,0.081146382,,0.071152969,0.040573198
7385,0.003585732,0.016988355,,0.760752821,0.010287044
7386,0.020847386,0.165638781,,0.40870604,0.093243083
7387,0.086446483,0.10224073,,0.019150897,0.094343607
7388,3.12E-09,0.006332299,,0.403544133,0.003166151
7389,0.037197874,0.069727612,,0.853488387,0.053462743
7390,1.04E-07,0.262576709,,0.034920819,0.131288407
7391,0.049743728,0.025784194,,0.044509844,0.037763961
7392,0.043783637,0.030949228,,0.785895177,0.037366433
7393,0.779027199,0.648339023,,0.38825767,0.713683111
7394,0.011158253,0.011104199,,0.173697811,0.011131226
7395,0.026825719,0.027328368,,0.036659176,0.027077043
7396,0.319183921,0.242931888,,0.109672826,0.281057904
7397,0.066263491,0.087920197,,0.085294923,0.077091844
7398,0.04815061,0.030666418,,0.396083025,0.039408514
7399,0.085373993,0.069209704,,0.038534212,0.077291848
7400,0.055385029,0.031805804,,0.77851195,0.043595416
7401,0.118455132,0.105478084,,0.85959423,0.111966608
7402,0.053286743,0.030821346,,0.030306379,0.042054044
7403,5.60E-09,0.014880622,,0.390273884,0.007440314
7404,0.027594233,0.105988482,,0.78456904,0.066791357
7405,0.172773453,0.206449474,,0.405529413,0.189611463
7406,2.02E-09,0.001908857,,0.206151995,0.000954429
7407,1.66E-09,0.001854949,,0.031709197,0.000927475
7408,0.009013359,0.007439455,,0.220895362,0.008226407
7409,2.13E-09,0.001885383,,0.200280787,0.000942692
7410,0.052712799,0.032498065,,0.39729423,0.042605432
7411,0.789341411,0.714162826,,0.035599468,0.751752118
7412,0.116144537,0.223807956,,0.060166025,0.169976246
7413,0.072240489,0.07991756,,0.761490542,0.076079024
7414,0.037748161,0.027412532,,0.038356329,0.032580346
7415,0.751270223,0.767231714,,0.034920819,0.759250968
7416,0.130062997,0.219012715,,0.783673561,0.174537856
7417,0.067049288,0.052034832,,0.789594037,0.05954206
7418,0.05131105,0.026097168,,0.122605627,0.038704109
7419,0.071455068,0.275613508,,0.330816398,0.173534288
7420,0.004057813,0.016853986,,0.037018623,0.0104559
7421,0.005803268,0.018964535,,0.985244048,0.012383902
7422,0.04623732,0.025807752,,0.032400965,0.036022536
7423,0.04784834,0.025724933,,0.391605324,0.036786636
7424,0.013041685,0.093182502,,0.778546826,0.053112094
7425,0.045950005,0.025913129,,0.390262786,0.035931567
7426,0.048598122,0.025759774,,0.016496107,0.037178948
7427,0.025114187,0.031269206,,0.178466184,0.028191697
7428,0.052273749,0.026667897,,0.395511333,0.039470823
7429,0.111465456,0.229302957,,0.402150869,0.170384206
7430,0.858635511,0.781692302,,0.033815682,0.820163907
7431,0.050287061,0.025865055,,0.038534212,0.038076058
7432,0.039420256,0.025429913,,0.050081171,0.032425085
7433,0.17217973,0.162193195,,0.128119833,0.167186462
7434,0.05895876,0.03131976,,0.071152969,0.04513926
7435,0.048300576,0.030687037,,0.1244928,0.039493807
7436,0.999998465,0.204248356,,0.074833744,0.60212341
7437,0.624218395,0.6605127,,0.771347099,0.642365548
7438,0.206853766,0.249892948,,0.032400965,0.228373357
7439,0.130914966,0.255669346,,0.404945989,0.193292156
7440,0.05235474,0.056336713,,0.392675736,0.054345727
7441,0.020391545,0.067097648,,0.128119833,0.043744596
7442,0.04259252,0.028408523,,0.019480931,0.035500521
7443,0.210914766,0.312632664,,0.206455381,0.261773715
7444,0.999996951,0.03214347,,0.206455381,0.516070211
7445,0.131260038,0.336213864,,0.394398826,0.233736951
7446,0.999996381,0.031315875,,0.03853807,0.515656128
7447,0.272110872,0.272620675,,0.084077253,0.272365774
7448,0.045621945,0.028026264,,0.789594037,0.036824105
7449,0.085880058,0.110621691,,0.038564195,0.098250874
7450,0.013758149,0.031910737,,0.131381883,0.022834443
7451,0.038745407,0.025483456,,0.178466184,0.032114432
7452,0.052192877,0.028090386,,0.762522006,0.040141631
7453,0.006326694,0.025648144,,0.769740095,0.015987419
7454,0.034785991,0.202375505,,0.134478126,0.118580748
7455,0.03063948,0.113551976,,0.045522215,0.072095728
7456,0.999996637,0.031016011,,0.084077253,0.515506324
7457,0.999996751,0.031726739,,0.132939339,0.515861745
7458,0.054502558,0.026484742,,0.033732514,0.04049365
7459,0.170210217,0.269741176,,0.038564195,0.219975697
7460,0.047997412,0.025724933,,0.165886602,0.036861172
7461,0.012369322,0.029503207,,0.039253308,0.020936265
7462,0.057171913,0.027249054,,0.031521424,0.042210483
7463,0.999998907,0.264421123,,0.045941297,0.632210015
7464,0.048221847,0.025724933,,0.128070897,0.03697339
7465,0.040106368,0.027568669,,0.109588404,0.033837518
7466,0.999995597,0.031739297,,0.033815682,0.515867447
7467,0.05235474,0.026667897,,0.218532078,0.039511318
7468,0.479362229,0.445156376,,0.120299553,0.462259302
7469,1.08E-08,0.02322022,,0.034920819,0.011610115
7470,0.752184887,0.776789882,,0.398085834,0.764487385
7471,0.472168714,0.474386651,,0.047302027,0.473277683
7472,0.078609316,0.084385705,,0.77519861,0.081497511
7473,0.060319634,0.277459008,,0.133590824,0.168889321
7474,0.731797502,0.783644269,,0.785847725,0.757720886
7475,0.556702636,0.499962208,,0.02093882,0.528332422
7476,0.742879008,0.118773464,,0.157689097,0.430826236
7477,0.003585732,0.016988355,,0.407625506,0.010287044
7478,0.040996162,0.058256393,,0.870076342,0.049626277
7479,0.048072113,0.025724933,,0.206455381,0.036898523
7480,0.127242231,0.251273244,,0.776472208,0.189257738
7481,0.044261502,0.026861749,,0.765053816,0.035561625
7482,0.01076554,0.028716222,,0.038356329,0.019740881
7483,0.305501351,0.242313612,,0.022532952,0.273907481
7484,3.57E-09,0.004537401,,0.393075887,0.002268702
7485,0.017790996,0.07097587,,0.399444652,0.044383433
7486,0.044887642,0.026006047,,0.047626439,0.035446844
7487,0.195309078,0.175911373,,0.774724226,0.185610225
7488,0.999978806,0.030898704,,0.766167771,0.515438755
7489,3.35E-09,0.003290596,,0.144865583,0.001645299
7490,0.025893938,0.108859734,,0.173697811,0.067376836
7491,1.93E-09,0.001908857,,0.04884098,0.000954429
7492,1.65E-09,0.001854949,,0.17398718,0.000927475
7493,2.25E-09,0.004197148,,0.147866043,0.002098575
7494,0.052761476,0.02665472,,0.020495129,0.039708098
7495,0.951473285,0.775617014,,0.050642387,0.86354515
7496,0.732522232,0.552916337,,0.790037959,0.642719284
7497,0.069967875,0.052743114,,0.172238581,0.061355494
7498,0.35794613,0.372101689,,0.399738598,0.365023909
7499,0.43490453,0.251004114,,0.038564195,0.342954322
7500,0.7570372,0.214460949,,0.038356329,0.485749075
7501,1.26E-08,0.032595346,,0.020554339,0.016297679
7502,0.755820939,0.778293878,,0.128119833,0.767057408
7503,0.759420704,0.777169853,,0.044389645,0.768295279
7504,0.04067623,0.025621282,,0.390262786,0.033148756
7505,0.098705866,0.311071597,,0.215104384,0.204888732
7506,0.061082913,0.057007616,,0.805765839,0.059045264
7507,0.109865604,0.267352111,,0.152732313,0.188608858
7508,0.054761095,0.079680281,,0.200280787,0.067220688
7509,0.441518161,0.397845896,,0.399738598,0.419682028
7510,0.039858636,0.030681175,,0.073336677,0.035269905
7511,0.468879334,0.302900403,,0.028569828,0.385889868
7512,0.050839891,0.031551183,,0.775090673,0.041195537
7513,0.963506826,0.568799457,,0.044082697,0.766153141
7514,0.076206571,0.062342197,,0.039253308,0.069274384
7515,0.050914894,0.026290178,,0.128119833,0.038602536
7516,0.052196855,0.032297675,,0.400934707,0.042247265
7517,0.050287061,0.025865055,,0.073336677,0.038076058
7518,0.040740024,0.025621282,,0.031709197,0.033180653
7519,0.690304741,0.732097351,,0.418997414,0.711201046
7520,0.634176691,0.547465394,,0.034277779,0.590821042
7521,0.329581448,0.38029975,,0.39902171,0.354940599
7522,0.006672789,0.019887572,,0.033815682,0.013280181
7523,0.104855676,0.076817651,,0.130059747,0.090836663
7524,0.109125601,0.20683421,,0.396438162,0.157979905
